timestamps,TP9,AF7,AF8,TP10,Right AUX
1533058423.287,33.691,14.16,19.531,30.762,27.832
1533058423.291,43.457,17.578,17.09,31.738,38.086
1533058423.295,32.227,20.996,18.555,32.715,48.34
1533058423.299,30.273,24.414,17.578,34.668,17.578
1533058423.303,28.809,26.855,23.926,32.227,30.762
1533058423.307,25.879,26.855,29.297,31.25,52.246
1533058423.311,36.133,27.832,29.297,33.691,59.57
1533058423.315,27.832,22.461,24.414,33.691,43.457
1533058423.319,19.531,20.508,24.902,27.832,26.367
1533058423.322,18.066,23.438,30.273,27.344,22.949
1533058423.326,18.066,26.367,33.691,28.32,35.645
1533058423.33,33.203,30.762,39.551,28.32,32.227
1533058423.334,32.227,27.832,37.598,29.297,-14.16
1533058423.338,20.508,25.879,32.715,24.902,-4.395
1533058423.342,14.648,30.273,25.391,23.438,25.879
1533058423.346,22.461,28.32,22.949,18.555,21.973
1533058423.35,38.086,28.809,37.109,21.484,11.719
1533058423.354,32.227,28.809,48.828,24.414,89.844
1533058423.358,21.973,23.438,44.434,19.531,85.449
1533058423.362,17.09,26.367,38.086,14.16,-23.438
1533058423.365,15.137,28.809,44.922,7.812,-16.602
1533058423.369,25.879,25.879,51.27,6.348,8.301
1533058423.373,27.832,22.461,52.246,10.254,-10.254
1533058423.377,23.926,26.367,44.922,12.695,-34.668
1533058423.381,20.508,29.297,45.898,9.277,-31.738
1533058423.385,14.648,27.832,45.898,0.977,1.953
1533058423.389,28.32,27.832,42.969,3.418,52.734
1533058423.393,30.762,28.32,53.711,12.207,57.617
1533058423.397,22.461,27.832,57.129,18.555,45.898
1533058423.401,23.926,28.809,61.035,12.695,42.969
1533058423.404,22.461,29.297,70.801,8.301,0.488
1533058423.408,37.598,29.785,77.148,16.602,-47.852
1533058423.412,50.781,34.668,85.938,29.297,-8.301
1533058423.416,40.527,30.762,75.684,30.762,30.762
1533058423.42,33.203,28.32,68.848,29.785,60.059
1533058423.424,32.715,32.715,71.777,25.879,26.367
1533058423.428,35.645,33.203,70.312,20.02,-20.02
1533058423.432,43.457,30.762,71.777,25.879,23.926
1533058423.436,40.527,31.25,74.707,30.273,22.461
1533058423.44,33.691,35.156,74.219,27.344,4.395
1533058423.444,31.738,38.574,70.801,24.902,38.086
1533058423.447,44.434,38.086,68.359,31.25,74.219
1533058423.451,60.547,31.25,62.988,37.598,89.355
1533058423.455,50.293,31.25,54.199,37.109,155.762
1533058423.459,39.062,37.109,44.922,27.832,127.441
1533058423.463,31.25,35.645,42.969,15.137,29.297
1533058423.467,34.18,33.691,41.016,14.16,42.48
1533058423.471,52.246,38.086,41.016,26.367,41.992
1533058423.475,46.875,38.086,50.293,27.344,66.406
1533058423.479,36.133,35.645,46.875,21.484,100.586
1533058423.483,28.32,33.691,41.504,21.484,127.441
1533058423.487,28.809,29.297,42.48,20.996,68.359
1533058423.49,46.387,27.344,45.41,21.484,29.785
1533058423.494,49.316,28.809,43.945,26.367,-11.719
1533058423.498,36.621,28.32,39.062,24.902,-21.973
1533058423.502,27.344,27.832,36.621,22.461,45.898
1533058423.506,28.32,26.855,36.133,23.438,-8.789
1533058423.51,42.969,25.391,45.41,30.273,-84.473
1533058423.514,46.387,31.738,54.199,32.715,-16.602
1533058423.518,37.598,35.645,46.875,28.32,42.969
1533058423.522,28.809,39.062,40.039,29.297,24.414
1533058423.526,22.461,41.992,39.551,33.203,11.23
1533058423.529,35.156,39.551,36.621,40.039,10.254
1533058423.533,35.156,38.086,39.062,37.598,32.715
1533058423.537,16.602,37.109,26.367,26.855,65.918
1533058423.541,10.742,37.109,18.066,17.09,54.688
1533058423.545,12.695,39.062,32.227,14.16,15.625
1533058423.549,24.414,37.598,38.574,18.555,13.672
1533058423.553,30.273,37.109,45.41,20.508,-5.371
1533058423.557,19.043,37.598,50.781,21.973,-13.184
1533058423.561,10.742,38.086,52.246,21.973,-6.348
1533058423.565,8.789,37.109,52.246,13.672,-21.484
1533058423.569,23.438,34.668,51.758,10.254,-31.738
1533058423.572,34.18,35.156,52.734,17.578,-60.547
1533058423.576,27.344,34.668,51.27,17.578,-49.316
1533058423.58,21.973,32.227,54.688,11.719,-6.836
1533058423.584,15.625,34.668,55.664,10.254,33.691
1533058423.588,20.996,36.133,49.316,7.324,46.875
1533058423.592,38.574,38.574,49.805,13.184,67.871
1533058423.596,40.039,39.062,50.781,20.996,73.242
1533058423.6,31.25,34.18,45.898,15.137,75.195
1533058423.604,24.902,34.668,47.363,10.742,79.102
1533058423.608,38.574,37.598,46.875,16.602,48.828
1533058423.612,53.223,37.109,44.922,23.438,2.93
1533058423.615,44.434,36.133,45.41,23.926,11.719
1533058423.619,33.203,39.062,36.621,20.508,74.219
1533058423.623,27.832,40.527,19.531,19.531,73.242
1533058423.627,31.738,37.598,13.184,20.02,17.09
1533058423.631,40.039,34.668,34.18,19.531,4.395
1533058423.635,36.133,37.109,42.969,24.414,41.992
1533058423.639,24.902,37.598,36.621,24.414,35.156
1533058423.643,14.648,35.645,38.574,18.066,49.805
1533058423.647,17.578,34.18,38.086,20.508,61.035
1533058423.651,31.738,34.668,40.039,25.879,40.527
1533058423.654,31.25,34.18,40.039,26.367,40.039
1533058423.658,19.531,33.203,35.645,19.043,53.711
1533058423.662,12.207,31.738,38.574,14.648,-2.441
1533058423.666,16.113,29.297,33.203,17.578,-49.805
1533058423.67,32.715,30.762,35.645,24.902,2.93
1533058423.674,34.668,30.273,47.363,31.738,38.574
1533058423.678,27.344,30.762,42.48,30.762,44.922
1533058423.682,24.414,31.25,39.062,22.461,39.551
1533058423.686,24.414,31.738,37.598,20.996,21.973
1533058423.69,37.598,32.715,35.156,28.32,38.574
1533058423.694,37.109,30.273,34.18,34.668,65.43
1533058423.697,22.949,28.32,29.785,35.156,62.5
1533058423.701,19.531,28.809,30.273,31.25,46.387
1533058423.705,18.555,27.832,23.438,24.902,19.043
1533058423.709,30.762,28.32,26.855,26.367,-4.395
1533058423.713,38.086,30.273,36.133,35.645,14.648
1533058423.717,28.32,33.203,30.273,33.691,-19.043
1533058423.721,19.043,34.18,32.715,20.996,-5.859
1533058423.725,12.207,32.715,37.598,16.602,81.055
1533058423.729,22.461,28.809,29.297,19.531,45.898
1533058423.733,33.691,25.879,26.367,20.02,-15.137
1533058423.737,30.273,27.344,23.438,20.508,32.715
1533058423.74,24.902,28.809,30.762,22.949,59.082
1533058423.744,20.02,27.344,38.086,17.578,0.977
1533058423.748,34.668,26.855,31.738,17.578,-11.23
1533058423.752,50.293,30.273,34.668,34.668,-3.906
1533058423.756,40.527,30.762,42.969,36.621,6.348
1533058423.76,35.156,27.344,37.598,33.691,27.832
1533058423.764,30.273,22.949,29.785,33.203,46.875
1533058423.768,35.645,25.879,29.297,32.227,52.246
1533058423.772,50.781,27.832,36.621,36.621,56.641
1533058423.776,46.387,25.879,34.18,39.062,24.414
1533058423.779,41.504,27.344,21.484,33.203,32.227
1533058423.783,37.109,27.344,21.484,26.367,67.871
1533058423.787,37.598,22.949,29.785,24.414,56.641
1533058423.791,47.852,25.879,36.621,23.438,67.383
1533058423.795,42.969,29.297,28.809,26.367,22.461
1533058423.799,34.18,23.438,19.531,29.785,36.621
1533058423.803,23.438,26.367,19.043,27.832,46.875
1533058423.807,22.949,30.762,24.414,26.367,20.996
1533058423.811,43.457,30.273,37.109,31.25,26.855
1533058423.815,43.457,33.691,39.551,34.18,57.617
1533058423.819,29.785,32.715,33.203,33.691,80.078
1533058423.822,24.902,33.203,31.738,28.32,65.918
1533058423.826,27.832,36.133,32.227,24.902,49.805
1533058423.83,39.551,35.645,36.133,28.809,72.754
1533058423.834,35.156,36.621,34.18,33.203,58.105
1533058423.838,27.832,38.086,32.227,32.227,48.828
1533058423.842,28.32,41.016,35.156,29.785,38.574
1533058423.846,23.438,41.504,31.25,22.461,-42.48
1533058423.85,37.109,41.504,24.414,21.484,-40.039
1533058423.854,50.293,43.457,26.855,26.367,15.137
1533058423.858,42.48,45.41,25.879,21.484,70.801
1533058423.861,28.809,44.434,15.137,17.578,102.539
1533058423.865,23.926,40.039,9.766,20.02,50.293
1533058423.869,38.086,37.109,8.789,23.438,-17.578
1533058423.873,47.363,38.574,11.23,26.855,8.301
1533058423.877,36.133,38.574,12.207,24.902,32.715
1533058423.881,24.902,38.086,11.719,20.02,39.551
1533058423.885,19.531,36.621,19.531,20.02,51.758
1533058423.889,31.738,34.668,23.926,21.484,50.781
1533058423.893,40.527,34.668,28.32,21.973,54.199
1533058423.897,28.809,34.18,23.926,20.02,74.707
1533058423.901,22.461,34.18,14.16,19.531,41.504
1533058423.904,17.09,35.645,12.207,13.672,-11.23
1533058423.908,28.32,35.156,20.02,12.695,-11.23
1533058423.912,36.133,32.227,30.762,23.438,2.93
1533058423.916,25.879,29.785,31.738,22.949,47.852
1533058423.92,26.855,35.156,29.297,20.02,-6.348
1533058423.924,22.949,33.691,37.598,18.066,-21.484
1533058423.928,22.949,29.785,38.574,15.137,29.785
1533058423.932,33.691,32.715,38.086,19.043,40.527
1533058423.936,26.367,33.691,33.691,21.484,46.875
1533058423.94,14.16,32.227,24.902,15.137,-25.391
1533058423.944,5.371,28.809,26.367,8.789,-37.598
1533058423.947,13.672,28.32,31.738,9.766,2.441
1533058423.951,29.297,33.203,23.438,16.113,-13.184
1533058423.955,20.02,34.18,18.555,16.602,7.324
1533058423.959,14.16,33.203,19.531,8.789,56.641
1533058423.963,12.207,35.156,23.438,5.371,62.012
1533058423.967,11.719,40.527,27.344,12.207,-9.766
1533058423.971,26.367,41.016,27.344,20.508,-15.625
1533058423.975,27.832,32.227,27.832,24.414,55.176
1533058423.979,18.555,27.832,19.043,22.461,-10.254
1533058423.983,12.207,33.691,13.184,20.508,21.973
1533058423.986,15.625,36.621,16.602,22.949,53.223
1533058423.99,31.738,35.156,26.855,30.762,33.203
1533058423.994,35.156,32.227,23.926,29.785,76.66
1533058423.998,26.855,29.297,22.461,23.438,79.102
1533058424.002,20.508,26.855,31.738,26.367,75.195
1533058424.006,16.602,25.879,29.297,27.344,31.738
1533058424.01,30.762,28.809,28.32,24.902,17.09
1533058424.014,33.691,27.832,26.855,28.32,45.898
1533058424.018,18.066,25.879,13.184,27.344,12.695
1533058424.022,13.672,27.832,9.277,22.461,-68.359
1533058424.026,16.113,30.762,17.09,20.996,-24.414
1533058424.029,29.785,33.203,20.996,25.879,62.012
1533058424.033,33.691,29.785,23.438,29.785,32.227
1533058424.037,28.809,29.785,19.043,27.344,65.43
1533058424.041,25.879,32.715,16.113,26.855,74.219
1533058424.045,22.461,31.25,11.719,24.902,62.988
1533058424.049,37.598,28.32,13.184,26.367,102.051
1533058424.053,48.828,27.832,17.09,33.203,28.32
1533058424.057,36.133,31.738,10.742,29.297,21.973
1533058424.061,23.926,35.156,3.418,22.949,22.461
1533058424.065,18.066,34.18,6.836,23.438,-21.484
1533058424.069,24.902,32.715,10.254,22.949,19.043
1533058424.072,39.551,34.668,13.672,26.367,42.48
1533058424.076,34.18,40.039,15.137,33.691,36.621
1533058424.08,21.484,37.598,18.066,30.762,31.738
1533058424.084,15.625,33.691,22.461,21.973,2.441
1533058424.088,19.531,31.738,19.531,21.973,-21.973
1533058424.092,30.273,27.832,26.367,24.902,-29.297
1533058424.096,27.832,31.738,28.809,20.996,-0.977
1533058424.1,25.391,35.645,24.902,22.461,8.789
1533058424.104,20.508,37.598,22.461,22.949,0.977
1533058424.108,22.949,35.645,20.02,19.531,27.344
1533058424.111,38.086,34.18,15.625,23.438,5.371
1533058424.115,38.086,33.203,11.719,27.832,-0.488
1533058424.119,30.273,34.668,12.695,21.484,44.922
1533058424.123,24.414,39.062,11.719,15.625,29.297
1533058424.127,23.438,39.551,12.695,14.648,13.672
1533058424.131,34.668,38.574,23.438,20.508,-49.805
1533058424.135,32.227,34.668,29.785,24.414,-43.457
1533058424.139,23.438,31.738,19.043,20.996,9.277
1533058424.143,18.066,31.25,17.578,17.578,45.898
1533058424.147,18.066,33.203,18.555,15.625,61.035
1533058424.151,33.203,31.738,14.16,20.996,0.488
1533058424.154,35.645,34.18,15.625,29.297,8.789
1533058424.158,29.297,41.992,18.066,29.785,80.078
1533058424.162,22.949,44.434,17.578,22.949,48.34
1533058424.166,19.531,38.574,17.578,19.531,10.254
1533058424.17,29.785,34.668,25.879,25.391,-1.465
1533058424.174,27.832,34.668,31.25,28.32,-2.93
1533058424.178,21.973,34.668,20.996,25.879,16.113
1533058424.182,21.484,32.715,19.531,24.414,48.34
1533058424.186,14.16,32.227,25.879,24.902,59.082
1533058424.19,25.391,33.203,32.227,27.832,0.0
1533058424.193,38.086,36.621,41.992,32.227,-11.719
1533058424.197,30.762,41.504,34.18,29.785,28.32
1533058424.201,23.926,40.527,29.785,20.996,43.945
1533058424.205,24.902,39.062,40.039,19.531,29.297
1533058424.209,36.621,36.621,37.109,20.02,10.742
1533058424.213,41.504,33.691,26.367,21.973,43.457
1533058424.217,39.551,33.691,28.32,23.438,92.285
1533058424.221,34.18,31.25,40.527,16.602,51.27
1533058424.225,24.902,32.715,43.457,11.23,-24.902
1533058424.229,36.621,30.762,46.875,14.16,0.0
1533058424.233,48.34,27.832,47.363,18.555,10.742
1533058424.236,36.621,28.809,39.062,20.996,44.434
1533058424.24,27.832,30.273,33.203,18.555,23.438
1533058424.244,24.902,34.18,34.668,18.066,12.207
1533058424.248,37.109,35.645,31.738,21.484,62.988
1533058424.252,47.852,33.691,31.25,24.902,13.184
1533058424.256,40.039,36.621,24.902,25.391,-59.57
1533058424.26,36.133,38.574,19.043,28.32,-21.973
1533058424.264,25.879,37.109,23.926,24.902,24.414
1533058424.268,25.391,37.109,23.926,18.555,12.207
1533058424.272,37.598,33.691,22.949,21.484,20.996
1533058424.276,34.18,33.203,18.555,22.461,90.332
1533058424.279,27.344,34.668,15.137,20.996,92.285
1533058424.283,19.531,32.227,12.207,16.113,40.039
1533058424.287,25.391,33.203,12.207,12.695,4.883
1533058424.291,46.387,37.109,21.973,19.531,-17.578
1533058424.295,37.109,36.621,19.043,21.973,25.391
1533058424.299,20.02,33.203,13.672,21.484,32.227
1533058424.303,19.531,31.738,20.996,24.902,4.883
1533058424.307,22.461,27.344,20.02,25.391,11.719
1533058424.311,35.156,26.855,19.531,26.855,40.527
1533058424.315,33.691,29.297,26.367,30.762,40.527
1533058424.318,16.113,28.32,27.832,29.785,-1.953
1533058424.322,10.254,29.297,24.414,27.344,-8.789
1533058424.326,10.254,29.297,22.949,27.832,58.594
1533058424.33,24.902,32.227,29.785,26.855,89.844
1533058424.334,30.273,36.133,31.738,27.832,48.34
1533058424.338,17.09,37.109,28.32,29.297,16.602
1533058424.342,13.184,34.18,25.879,24.902,28.32
1533058424.346,12.695,29.785,23.926,20.508,39.551
1533058424.35,27.832,27.344,26.855,23.438,23.926
1533058424.354,37.109,24.414,32.227,28.32,-28.809
1533058424.358,25.879,20.996,30.273,27.832,-1.465
1533058424.361,20.508,22.949,28.809,25.391,20.508
1533058424.365,18.555,27.344,34.18,20.996,-23.438
1533058424.369,31.25,30.762,32.227,18.555,4.395
1533058424.373,41.016,29.785,21.484,20.996,37.598
1533058424.377,33.203,26.855,16.602,23.926,-10.254
1533058424.381,27.832,28.32,16.602,17.09,-27.832
1533058424.385,16.602,30.273,20.996,10.254,-20.996
1533058424.389,21.973,28.809,28.32,11.719,46.387
1533058424.393,36.133,27.832,27.832,16.113,84.473
1533058424.397,28.32,27.832,21.484,20.508,66.895
1533058424.401,20.996,28.32,19.531,23.926,23.438
1533058424.404,12.695,27.344,27.832,21.484,-9.277
1533058424.408,20.508,28.809,33.203,17.09,2.441
1533058424.412,38.574,32.227,35.156,19.043,18.555
1533058424.416,32.715,34.668,29.785,16.113,13.184
1533058424.42,23.926,33.203,27.344,12.207,62.5
1533058424.424,20.996,33.691,29.785,9.277,22.461
1533058424.428,25.391,33.203,37.109,7.812,2.441
1533058424.432,37.598,31.738,51.27,14.648,56.641
1533058424.436,38.086,34.668,47.363,21.484,20.508
1533058424.44,28.809,37.598,34.668,13.672,22.461
1533058424.443,14.16,33.203,29.785,5.859,34.18
1533058424.447,10.742,32.227,29.785,18.066,24.414
1533058424.451,27.344,37.598,40.527,27.832,20.508
1533058424.455,26.855,36.621,44.434,28.32,73.242
1533058424.459,16.113,32.227,34.18,30.762,65.43
1533058424.463,10.254,32.715,32.715,22.461,-38.574
1533058424.467,12.695,34.18,43.457,22.949,2.441
1533058424.471,32.227,32.715,53.711,31.738,64.941
1533058424.475,33.203,36.133,49.316,31.25,-32.715
1533058424.479,23.926,34.18,37.109,34.18,-30.762
1533058424.483,20.02,35.156,33.691,31.738,8.301
1533058424.486,17.578,38.574,35.645,26.855,7.812
1533058424.49,34.18,37.598,40.039,34.18,64.941
1533058424.494,37.598,35.156,41.016,39.551,75.684
1533058424.498,16.602,34.668,34.18,38.086,80.566
1533058424.502,9.277,39.062,28.809,33.203,6.836
1533058424.506,9.766,37.598,29.297,29.785,26.855
1533058424.51,25.879,35.156,36.621,35.645,115.234
1533058424.514,35.156,35.156,32.715,41.992,39.062
1533058424.518,27.832,32.227,34.18,37.109,55.176
1533058424.522,24.414,30.762,42.48,31.738,91.309
1533058424.525,22.949,36.133,36.133,25.879,1.953
1533058424.529,29.785,38.574,37.598,20.02,33.203
1533058424.533,37.598,38.086,32.715,20.02,65.918
1533058424.537,28.809,39.551,25.879,20.02,45.41
1533058424.541,20.996,39.062,26.367,19.531,30.273
1533058424.545,14.16,40.039,20.996,16.602,47.363
1533058424.549,21.484,43.457,22.949,18.066,46.387
1533058424.553,36.133,42.48,23.926,23.926,-22.949
1533058424.557,36.621,39.551,20.996,26.367,-34.668
1533058424.561,27.832,38.086,20.02,24.414,-2.93
1533058424.565,18.555,41.016,12.207,21.484,20.02
1533058424.568,27.832,40.039,16.113,20.508,0.488
1533058424.572,40.039,37.109,28.32,20.02,-8.789
1533058424.576,33.691,35.645,21.973,19.043,32.715
1533058424.58,26.367,32.715,18.555,16.602,38.086
1533058424.584,22.949,33.203,25.391,18.066,35.156
1533058424.588,29.297,30.762,23.926,20.508,9.766
1533058424.592,41.992,25.391,21.973,19.531,2.441
1533058424.596,38.574,21.973,17.09,19.043,-9.766
1533058424.6,34.18,24.902,7.324,18.066,24.902
1533058424.604,26.855,28.32,10.254,15.137,58.105
1533058424.608,27.344,29.297,13.184,16.113,2.93
1533058424.611,43.457,30.762,15.137,20.02,21.973
1533058424.615,43.457,29.297,10.254,27.344,24.414
1533058424.619,30.762,28.809,7.324,19.531,-9.277
1533058424.623,20.508,32.227,20.02,14.16,40.039
1533058424.627,20.508,34.668,19.531,17.09,26.367
1533058424.631,35.645,30.762,16.602,18.066,48.828
1533058424.635,39.551,31.25,20.508,24.414,55.176
1533058424.639,26.855,32.227,20.996,20.508,14.16
1533058424.643,18.066,30.762,15.625,12.207,39.062
1533058424.647,20.02,35.156,18.066,11.719,13.672
1533058424.65,33.691,33.691,21.973,10.742,2.441
1533058424.654,36.621,29.297,21.484,11.23,34.18
1533058424.658,25.879,31.25,21.484,6.836,18.555
1533058424.662,19.043,30.273,22.461,-1.953,7.812
1533058424.666,11.23,24.414,26.367,-2.93,40.527
1533058424.67,20.508,23.438,29.297,2.441,113.281
1533058424.674,26.855,21.484,24.414,9.766,121.094
1533058424.678,19.043,19.531,27.832,13.672,8.789
1533058424.682,17.09,26.855,41.504,17.578,31.25
1533058424.686,10.254,25.391,31.738,11.719,24.414
1533058424.69,22.949,23.438,25.879,12.695,-9.766
1533058424.693,35.645,24.414,34.668,22.461,53.223
1533058424.697,24.414,21.484,30.762,16.602,65.43
1533058424.701,19.043,21.973,24.902,9.277,21.484
1533058424.705,13.184,18.555,26.367,7.812,41.992
1533058424.709,20.508,19.043,29.297,6.836,32.715
1533058424.713,33.691,23.926,26.367,13.672,29.785
1533058424.717,24.414,23.438,21.973,19.043,15.625
1533058424.721,15.137,24.902,23.926,16.602,20.996
1533058424.725,8.789,21.973,25.879,14.16,-20.508
1533058424.729,12.207,18.066,24.902,12.207,-42.969
1533058424.733,24.902,19.531,32.715,15.625,52.734
1533058424.736,20.996,23.438,24.414,16.602,27.832
1533058424.74,11.23,24.902,17.09,11.23,0.488
1533058424.744,5.859,25.879,21.973,9.766,21.973
1533058424.748,12.695,22.461,22.461,8.789,49.805
1533058424.752,29.297,20.02,29.785,13.672,61.035
1533058424.756,26.367,21.973,32.227,21.973,78.613
1533058424.76,16.602,24.902,26.855,19.531,83.008
1533058424.764,10.742,31.25,25.391,9.766,37.109
1533058424.768,7.812,31.738,25.879,11.23,7.812
1533058424.772,24.414,27.832,28.32,16.113,-4.395
1533058424.775,28.809,25.879,29.785,17.09,-6.836
1533058424.779,20.02,27.832,29.297,20.996,-10.742
1533058424.783,13.672,28.32,26.367,18.066,47.363
1533058424.787,9.766,23.926,25.391,17.09,73.73
1533058424.791,24.414,25.391,30.273,20.02,17.09
1533058424.795,29.297,25.879,23.926,21.973,-20.02
1533058424.799,20.996,24.902,22.461,22.461,27.344
1533058424.803,17.578,27.344,25.391,14.648,86.914
1533058424.807,13.184,23.926,18.555,12.207,47.852
1533058424.811,26.367,23.926,22.461,19.531,63.965
1533058424.815,32.715,22.461,20.02,23.926,27.344
1533058424.818,21.484,21.484,20.996,20.996,-47.363
1533058424.822,17.09,23.926,32.227,15.625,-0.488
1533058424.826,17.09,25.391,26.367,11.719,20.508
1533058424.83,30.273,28.32,20.508,13.672,-4.395
1533058424.834,38.086,28.809,20.996,16.602,-15.137
1533058424.838,27.832,25.391,12.207,16.602,-17.578
1533058424.842,19.043,25.879,13.672,15.137,35.156
1533058424.846,12.695,28.809,18.555,8.789,86.426
1533058424.85,22.949,29.785,24.902,12.207,60.059
1533058424.854,30.762,28.809,38.574,24.902,37.598
1533058424.857,23.926,29.785,30.273,24.902,16.113
1533058424.861,21.973,32.715,30.762,20.996,-0.977
1533058424.865,12.695,29.297,36.133,20.508,24.902
1533058424.869,21.484,30.273,35.156,24.414,94.727
1533058424.873,34.18,33.691,36.621,28.809,80.078
1533058424.877,21.484,32.715,27.344,25.879,-1.953
1533058424.881,18.066,34.668,26.367,20.02,8.301
1533058424.885,11.719,34.668,21.973,12.695,27.832
1533058424.889,13.184,35.645,18.555,13.672,-40.039
1533058424.893,29.785,37.109,32.227,20.02,28.809
1533058424.897,29.297,35.156,26.367,25.391,66.406
1533058424.9,17.09,36.133,19.531,26.367,19.043
1533058424.904,7.812,35.645,29.297,17.578,39.551
1533058424.908,17.578,30.762,32.227,15.137,12.695
1533058424.912,39.062,31.738,33.203,26.367,-5.859
1533058424.916,37.598,33.691,30.762,27.344,9.766
1533058424.92,24.902,34.18,27.344,24.414,50.781
1533058424.924,16.113,34.18,25.879,21.973,45.898
1533058424.928,20.02,35.645,34.18,16.602,11.23
1533058424.932,42.48,35.645,49.316,23.438,22.949
1533058424.936,37.598,37.109,46.387,24.414,57.617
1533058424.94,21.484,42.48,34.668,18.066,-10.742
1533058424.943,20.996,41.016,31.25,18.555,-13.672
1533058424.947,22.949,38.574,30.273,13.184,18.555
1533058424.951,37.109,37.598,32.715,13.184,-13.184
1533058424.955,41.016,37.598,24.414,15.625,17.09
1533058424.959,29.297,36.133,15.625,13.672,66.895
1533058424.963,18.555,31.25,20.02,11.719,74.219
1533058424.967,16.113,29.785,17.578,8.789,23.438
1533058424.971,30.762,33.203,15.137,8.301,46.387
1533058424.975,38.574,33.691,19.043,16.113,53.711
1533058424.979,22.949,30.762,18.555,18.066,28.32
1533058424.982,16.602,34.18,20.508,15.625,13.184
1533058424.986,14.16,36.621,23.926,14.16,17.578
1533058424.99,20.02,37.109,27.832,15.625,37.598
1533058424.994,33.691,40.039,26.855,21.484,-5.859
1533058424.998,27.344,41.016,19.531,22.461,-9.766
1533058425.002,19.043,42.48,20.02,20.996,13.184
1533058425.006,11.23,42.48,29.785,17.578,-0.977
1533058425.01,18.066,37.109,38.574,21.484,75.195
1533058425.014,33.691,34.18,42.48,29.297,57.617
1533058425.018,26.367,35.645,41.992,21.484,-9.277
1533058425.022,14.648,32.227,42.48,16.113,-21.973
1533058425.025,9.277,28.809,34.18,12.695,34.668
1533058425.029,16.113,29.785,26.367,7.812,50.293
1533058425.033,29.785,33.691,38.086,13.672,4.883
1533058425.037,23.438,34.668,43.457,15.137,30.273
1533058425.041,18.555,32.715,31.738,8.301,58.594
1533058425.045,10.254,26.367,24.414,3.906,6.348
1533058425.049,7.812,25.391,28.32,1.953,-7.812
1533058425.053,22.949,29.297,31.738,6.836,83.008
1533058425.057,20.996,26.855,19.531,12.695,24.414
1533058425.061,14.16,28.809,22.461,10.254,4.883
1533058425.065,10.254,31.738,32.227,5.371,85.938
1533058425.068,11.719,28.809,27.344,5.371,56.152
1533058425.072,23.438,24.414,41.992,12.695,-23.438
1533058425.076,21.973,24.414,51.758,17.09,1.953
1533058425.08,15.137,27.344,43.945,10.742,65.918
1533058425.084,11.719,31.25,39.062,8.789,18.555
1533058425.088,15.625,33.691,34.18,8.301,5.371
1533058425.092,28.32,33.203,36.621,8.301,8.301
1533058425.096,29.297,33.691,36.133,12.695,-44.922
1533058425.1,23.926,33.691,32.227,11.23,35.156
1533058425.104,20.02,35.645,25.879,13.184,70.312
1533058425.107,20.508,33.203,26.367,16.113,40.039
1533058425.111,34.668,29.297,34.18,16.602,67.871
1533058425.115,36.621,33.203,29.785,20.996,36.133
1533058425.119,24.414,34.668,27.832,23.438,60.059
1533058425.123,15.625,31.738,24.902,19.531,70.801
1533058425.127,15.625,35.156,20.508,17.09,32.715
1533058425.131,27.832,36.621,20.02,20.02,40.527
1533058425.135,31.25,40.527,25.879,26.367,20.996
1533058425.139,22.461,41.016,26.367,26.855,39.062
1533058425.143,15.625,35.645,26.367,22.949,-0.977
1533058425.147,10.742,38.086,24.414,21.484,-58.594
1533058425.15,22.949,36.133,22.949,22.949,-13.184
1533058425.154,31.25,30.762,29.785,26.367,4.395
1533058425.158,22.949,34.668,23.438,25.879,74.707
1533058425.162,15.137,37.598,17.578,23.438,86.914
1533058425.166,7.324,34.668,21.484,17.09,22.461
1533058425.17,18.555,33.203,21.973,18.066,15.137
1533058425.174,38.574,34.18,26.367,27.832,22.461
1533058425.178,31.738,31.25,27.344,24.414,37.109
1533058425.182,16.602,29.785,26.367,12.207,34.18
1533058425.186,10.254,29.297,28.32,13.184,49.316
1533058425.189,20.996,25.391,33.691,14.648,91.797
1533058425.193,35.645,25.879,39.062,14.648,61.035
1533058425.197,26.855,22.949,33.691,19.531,-28.32
1533058425.201,20.996,21.484,34.668,13.672,-19.531
1533058425.205,20.02,27.344,43.945,10.254,5.859
1533058425.209,24.902,31.25,54.688,18.066,49.805
1533058425.213,44.922,30.273,52.246,22.949,42.969
1533058425.217,42.969,27.832,34.18,16.113,-14.648
1533058425.221,35.156,30.273,40.527,8.789,21.973
1533058425.225,31.25,34.668,53.223,12.207,-5.371
1533058425.229,33.203,35.156,47.852,13.672,-48.34
1533058425.232,50.781,36.621,49.316,17.578,5.859
1533058425.236,50.781,36.133,45.898,23.438,40.039
1533058425.24,36.621,34.668,38.086,20.996,14.648
1533058425.244,27.344,36.133,35.645,21.484,36.133
1533058425.248,27.832,36.621,38.574,21.484,-16.602
1533058425.252,38.574,35.156,43.945,19.043,-11.719
1533058425.256,33.691,33.203,39.062,21.484,80.566
1533058425.26,21.973,30.273,40.527,22.949,42.969
1533058425.264,21.973,30.273,36.133,21.973,60.547
1533058425.268,22.461,35.645,28.809,22.949,102.539
1533058425.272,40.039,34.668,39.062,30.762,45.41
1533058425.275,47.852,34.18,34.18,35.156,20.508
1533058425.279,35.156,36.621,31.25,30.273,-12.207
1533058425.283,26.367,33.203,36.133,25.391,-46.387
1533058425.287,21.973,28.32,40.039,22.461,-20.996
